id	label	description	x	y	cluster	weight<Total  link strength>	weight<No. of pub. (2000-2021)>	weight<No. of pub. CBIII>	weight<No. of pub. CBII>	weight<No. of pub. CB>	weight<No. of pub. (2017-2018)>	weight<No. of pub. CBI>	score<Avg. pub. year>	score<Perc. pub. CB>	score<Perc. pub. CBII>	score<Perc. pub. CBIII>	score<Perc. pub. CBI>
3372	3372	"""<table><tr><td>Micro-level field:</td><td>3372</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; communications in computer and information science; ieee internet computing; computer communications; ieee global telecommunications conference (globecom)</td></tr><tr><td>Terms:</td><td>ieee; wireless network; ipv6; detection; performance analysis</td></tr></table>"""	0.7726	0.5726	5	6157	1784	0	0	0	232	0	2011.4428	0	0	0	0
3373	3373	"""<table><tr><td>Micro-level field:</td><td>3373</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of materials science-materials in electronics; international spring seminar on electronics technology isse; journal of the european ceramic society; proceedings of spie; journal of alloys and compounds</td></tr><tr><td>Terms:</td><td>thick film resistor; ntc; ntc ceramic; ntc thermistor; ltcc</td></tr></table>"""	0.7244	-0.5878	3	14756	1782	0	0	0	165	0	2011.1184	0	0	0	0
3374	3374	"""<table><tr><td>Micro-level field:</td><td>3374</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of prosthetic dentistry; journal of prosthodontics-implant esthetic and reconstructive dentistry; international journal of prosthodontics; journal of advanced prosthodontics; international journal of computerized dentistry</td></tr><tr><td>Terms:</td><td>intraoral scanner; trueness; impression material; dimensional accuracy; digital impression</td></tr></table>"""	-0.7568	0.0834	2	18619	1779	0	0	0	296	0	2015.6374	0	0	0	0
3375	3375	"""<table><tr><td>Micro-level field:</td><td>3375</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>urology; journal of urology; international urogynecology journal; international journal of urology; progres en urologie</td></tr><tr><td>Terms:</td><td>nephrogenic adenoma; urachal cyst; leiomyoma; urachal carcinoma; clear cell adenocarcinoma</td></tr></table>"""	-1.0313	-0.1714	2	8592	1777	0	0	0	146	0	2011.0084	0	0	0	0
3376	3376	"""<table><tr><td>Micro-level field:</td><td>3376</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of pressure vessel technology-transactions of the asme; journal of reinforced plastics and composites; mechanics of solids; international journal of pressure vessels and piping; aip conference proceedings</td></tr><tr><td>Terms:</td><td>elastic plastic stress analysis; autofrettage; cylinder; bauschinger effect; tube</td></tr></table>"""	0.829	-0.2414	3	6482	1776	0	0	0	225	0	2011.4364	0	0	0	0
3377	3377	"""<table><tr><td>Micro-level field:</td><td>3377</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; oncogene; biochemical and biophysical research communications; plos one; molecular and cellular biology</td></tr><tr><td>Terms:</td><td>kruppel; factor; klf4; c terminal binding protein; che</td></tr></table>"""	-0.8618	-0.2432	2	68848	1776	0	0	1	234	1	2013	0.0043	0	0	1
3378	3378	"""<table><tr><td>Micro-level field:</td><td>3378</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>astronomical society of the pacific conference series; proceedings of spie; astronomy and computing; publications of the astronomical society of the pacific; eso astrophysics symposia</td></tr><tr><td>Terms:</td><td>virtual observatory; visualization; fit; web; astronomical data</td></tr></table>"""	1.2234	-0.2597	3	11055	1774	0	0	0	170	0	2010.1336	0	0	0	0
3379	3379	"""<table><tr><td>Micro-level field:</td><td>3379</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>veterinary ophthalmology; journal of avian medicine and surgery; journal of zoo and wildlife medicine; veterinary record; javma-journal of the american veterinary medical association</td></tr><tr><td>Terms:</td><td>intraocular pressure; cataract; phacoemulsification; glaucoma; schirmer</td></tr></table>"""	-0.7792	-0.074	4	12354	1767	2	0	2	156	1	2011.0962	0.0128	0	1	0.5
3380	3380	"""<table><tr><td>Micro-level field:</td><td>3380</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>computer aided chemical engineering; lecture notes in computer science; computers & chemical engineering; proceedings of the institution of mechanical engineers part i-journal of systems and control engineering; simulation modelling practice and theory</td></tr><tr><td>Terms:</td><td>bond graph; qualitative simulation; order; mechatronic system</td></tr></table>"""	0.6373	0.3146	5	8497	1764	0	0	0	115	0	2009.0862	0	0	0	0
3381	3381	"""<table><tr><td>Micro-level field:</td><td>3381</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>environmental science & technology; chemosphere; science of the total environment; environmental toxicology and chemistry; analytica chimica acta</td></tr><tr><td>Terms:</td><td>diffusive gradient; dgt; thin film; thin films technique; polar organic chemical integrative sampler</td></tr></table>"""	-0.075	-0.3244	4	42797	1763	0	0	0	246	0	2013.1276	0	0	0	0
3382	3382	"""<table><tr><td>Micro-level field:</td><td>3382</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>javma-journal of the american veterinary medical association; veterinary surgery; journal of small animal practice; journal of the american animal hospital association; journal of veterinary internal medicine</td></tr><tr><td>Terms:</td><td>tracheal collapse; laryngeal paralysis; pyothorax; lung lobe torsion; thoracic duct</td></tr></table>"""	-0.9684	-0.0314	4	12304	1760	1	0	1	181	0	2011.3347	0.0055	0	1	0
3383	3383	"""<table><tr><td>Micro-level field:</td><td>3383</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of the european academy of dermatology and venereology; international journal of dermatology; deviant behavior; dermatology; cornea</td></tr><tr><td>Terms:</td><td>tattoo; body piercing; body art; body modification; plaque</td></tr></table>"""	-0.8031	0.245	2	9636	1759	0	0	0	197	0	2011.7976	0	0	0	0
3384	3384	"""<table><tr><td>Micro-level field:</td><td>3384</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>toxins; nephrology dialysis transplantation; plos one; kidney international; journal of renal nutrition</td></tr><tr><td>Terms:</td><td>indoxyl sulfate; ast; purple urine bag syndrome; p cresyl sulfate; uremic toxins</td></tr></table>"""	-0.8685	-0.0973	2	60173	1756	6	6	6	270	0	2015.1315	0.0222	1	1	0
3385	3385	"""<table><tr><td>Micro-level field:</td><td>3385</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>american journal of medical genetics part a; international journal of pediatric otorhinolaryngology; clinical genetics; clinical dysmorphology; european journal of medical genetics</td></tr><tr><td>Terms:</td><td>kabuki syndrome; choanal atresia; kabuki; congenital nasal pyriform aperture stenosis; anophthalmia</td></tr></table>"""	-0.8491	-0.1348	2	27824	1751	0	0	1	184	1	2011.9983	0.0054	0	0	1
3386	3386	"""<table><tr><td>Micro-level field:</td><td>3386</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; lecture notes in computer science; ieee international symposium on geoscience and remote sensing igarss; fractals-complex geometry patterns and scaling in nature and society; chaos solitons & fractals</td></tr><tr><td>Terms:</td><td>fractal dimension; lacunarity; image; sar imagery; classification</td></tr></table>"""	0.1802	0.1436	5	18319	1750	0	0	0	147	0	2009.9766	0	0	0	0
3387	3387	"""<table><tr><td>Micro-level field:</td><td>3387</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>theory culture & society; globalizations; british journal of sociology; european journal of social theory; religions</td></tr><tr><td>Terms:</td><td>cosmopolitanism; multiple modernity; axial age; baudelaire; ulrich beck</td></tr></table>"""	-0.1844	0.8943	1	10863	1749	0	0	0	222	0	2012.7158	0	0	0	0
3388	3388	"""<table><tr><td>Micro-level field:</td><td>3388</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>linear algebra and its applications; ieee conference on decision and control; fuzzy sets and systems; contemporary mathematics; discrete event dynamic systems-theory and applications</td></tr><tr><td>Terms:</td><td>max; linear system; semiring; max algebra; class</td></tr></table>"""	0.9415	0.3959	5	5925	1747	0	0	0	184	0	2011.6732	0	0	0	0
3389	3389	"""<table><tr><td>Micro-level field:</td><td>3389</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; applied optics; sensors; ieee sensors journal; ieee transactions on instrumentation and measurement</td></tr><tr><td>Terms:</td><td>optical current sensor; pockels effect; electric field sensor; faraday effect; faraday rotation</td></tr></table>"""	0.9116	-0.358	3	8781	1747	0	0	0	225	0	2011.6629	0	0	0	0
3390	3390	"""<table><tr><td>Micro-level field:</td><td>3390</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; inted proceedings; plos one; procedia social and behavioral sciences; australasian journal of educational technology</td></tr><tr><td>Terms:</td><td>wikipedia; wiki; article; google matrix; controversy</td></tr></table>"""	0.0649	0.7857	1	18407	1746	0	0	0	258	0	2013.8465	0	0	0	0
3391	3391	"""<table><tr><td>Micro-level field:</td><td>3391</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of neurosurgery; world neurosurgery; journal of clinical neuroscience; acta neurochirurgica; cancer research</td></tr><tr><td>Terms:</td><td>von hippel lindau disease; hemangioblastoma; endolymphatic sac tumor; middle ear</td></tr></table>"""	-0.9807	-0.1926	2	21842	1743	0	1	1	151	0	2010.4945	0.0066	1	0	0
3392	3392	"""<table><tr><td>Micro-level field:</td><td>3392</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>journal of screenwriting; adaptation-the journal of literature on screen studies; literature-film quarterly; cinema journal; journal of popular film and television</td></tr><tr><td>Terms:</td><td>screenplay; adaptation; paratext; film noir; capote</td></tr></table>"""	-0.2024	0.921	1	2700	1736	0	0	0	218	0	2012.0449	0	0	0	0
3393	3393	"""<table><tr><td>Micro-level field:</td><td>3393</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of pediatric surgery; annals of thoracic surgery; european journal of cardio-thoracic surgery; interactive cardiovascular and thoracic surgery; pediatric surgery international</td></tr><tr><td>Terms:</td><td>pectus excavatum; nuss procedure; poland syndrome; moebius syndrome; poland</td></tr></table>"""	-0.9662	0.0988	2	7225	1734	0	0	0	204	0	2012.4925	0	0	0	0
3394	3394	"""<table><tr><td>Micro-level field:</td><td>3394</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>intersociety conference on thermal and thermomechanical phenomena in electronic systems; ashrae journal; energy and buildings; journal of electronic packaging; ashrae transactions</td></tr><tr><td>Terms:</td><td>thermal management; thermal performance; experimental investigation; floor data center; free cooling</td></tr></table>"""	0.7122	0.1542	3	11806	1733	0	0	0	292	0	2014.4674	0	0	0	0
3395	3395	"""<table><tr><td>Micro-level field:</td><td>3395</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of applied crystallography; biophysical journal; european biophysics journal with biophysics letters; methods in enzymology; journal of synchrotron radiation</td></tr><tr><td>Terms:</td><td>analytical ultracentrifugation; small angle scattering; capacitance; chord length distribution; sedimentation velocity</td></tr></table>"""	-0.395	-0.4576	3	61553	1731	0	0	1	216	1	2012.145	0.0046	0	0	1
3396	3396	"""<table><tr><td>Micro-level field:</td><td>3396</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of parasitology; parasitology research; systematic parasitology; comparative parasitology; folia parasitologica</td></tr><tr><td>Terms:</td><td>eimeriidae; hirudinida; leech; new species; annelida</td></tr></table>"""	-0.3643	-0.1805	4	14804	1723	5	3	8	169	1	2011.8027	0.0473	0.375	0.625	0.125
3397	3397	"""<table><tr><td>Micro-level field:</td><td>3397</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; infrared physics & technology; proceedings of annual international conference of the ieee engineering in medicine and biology society; journal of thermal biology; lecture notes in computer science</td></tr><tr><td>Terms:</td><td>breast cancer; breast; skin temperature; patient; breast thermogram</td></tr></table>"""	-0.5584	0.1659	2	21111	1720	0	2	2	266	0	2013.957	0.0075	1	0	0
3398	3398	"""<table><tr><td>Micro-level field:</td><td>3398</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieice transactions on communications; ieee communications magazine; international conference on acoustics speech and signal processing icassp; ieee vehicular technology conference proceedings; ieee transactions on instrumentation and measurement</td></tr><tr><td>Terms:</td><td>radio; software; sdr; software defined radio; bandpass sampling</td></tr></table>"""	0.8545	0.4882	5	5063	1718	0	0	0	161	0	2009.6863	0	0	0	0
3399	3399	"""<table><tr><td>Micro-level field:</td><td>3399</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>quimica nova; green chemistry; journal of chemical education; chemical & engineering news; organic process research & development</td></tr><tr><td>Terms:</td><td>green chemistry; brazil; greenness; pharmaceutical industry; sustainability</td></tr></table>"""	0.0667	-0.6728	3	53404	1707	0	1	1	206	0	2013.0545	0.0049	1	0	0
3400	3400	"""<table><tr><td>Micro-level field:</td><td>3400</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>death studies; omega-journal of death and dying; psychological reports; personality and social psychology bulletin; journal of personality and social psychology</td></tr><tr><td>Terms:</td><td>death anxiety; mortality salience; nostalgia; terror management; death</td></tr></table>"""	-0.2959	0.7434	1	30586	1706	0	0	0	184	0	2013.2685	0	0	0	0
3401	3401	"""<table><tr><td>Micro-level field:</td><td>3401</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; biochemical and biophysical research communications; plos one; archives of biochemistry and biophysics; biological chemistry</td></tr><tr><td>Terms:</td><td>calpain; calpain inhibitor; calpain calpastatin system</td></tr></table>"""	-0.8018	-0.205	2	56568	1704	1	3	3	126	0	2009.642	0.0238	1	0.3333	0
3402	3402	"""<table><tr><td>Micro-level field:</td><td>3402</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of spie; spectroscopy and spectral analysis; journal of biomedical optics; applied spectroscopy; analytical chemistry</td></tr><tr><td>Terms:</td><td>glucose concentration; blood glucose; dynamic spectrum; continuous glucose monitoring; noninvasive measurement</td></tr></table>"""	0.1449	-0.4783	3	20516	1700	0	0	0	208	0	2011.5924	0	0	0	0
3403	3403	"""<table><tr><td>Micro-level field:</td><td>3403</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of natural products; journal of ethnopharmacology; plos one; phytotherapy research; natural product research</td></tr><tr><td>Terms:</td><td>withania somnifera; physalis; withanolide; ashwagandha; dunal</td></tr></table>"""	-0.6584	-0.3994	2	40463	1695	1	2	2	221	0	2013.4873	0.009	1	0.5	0
3404	3404	"""<table><tr><td>Micro-level field:</td><td>3404</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>acta horticulturae; revista brasileira de fruticultura; indian journal of horticulture; indian journal of agricultural sciences; journal of plant nutrition</td></tr><tr><td>Terms:</td><td>dris; diagnosis; musa spp; integrated nutrient management; dris norm</td></tr></table>"""	-0.3229	-0.3252	4	12796	1694	0	1	2	162	1	2012.0295	0.0123	0.5	0	0.5
3405	3405	"""<table><tr><td>Micro-level field:</td><td>3405</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>construction and building materials; computers and concrete; aci structural journal; materials; engineering structures</td></tr><tr><td>Terms:</td><td>anchor; adhesive anchor; neural network; concrete compressive strength; ann</td></tr></table>"""	0.7214	-0.185	3	26396	1692	0	0	0	244	0	2014.8907	0	0	0	0
3406	3406	"""<table><tr><td>Micro-level field:</td><td>3406</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>carbon; materials transactions; molecular crystals and liquid crystals; physical review b; journal of fluorine chemistry</td></tr><tr><td>Terms:</td><td>graphite intercalation compound; exfoliated graphite; primary lithium battery; impact value; homogeneous low energy electron beam irradiation</td></tr></table>"""	0.6612	-0.5443	3	20239	1692	0	0	0	102	0	2009.2636	0	0	0	0
3407	3407	"""<table><tr><td>Micro-level field:</td><td>3407</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of experimental biology; journal of comparative physiology a-neuroethology sensory neural and behavioral physiology; journal of comparative neurology; brain behavior and evolution; bioinspiration & biomimetics</td></tr><tr><td>Terms:</td><td>gymnotiformes; mormyridae; teleostei; new species; weakly electric fish</td></tr></table>"""	-0.2616	-0.0501	4	27929	1691	0	1	3	175	3	2011.4979	0.0171	0.3333	0	1
3408	3408	"""<table><tr><td>Micro-level field:</td><td>3408</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>plastic and reconstructive surgery; journal of sexual medicine; aesthetic surgery journal; international journal of gynecology & obstetrics; reproductive health</td></tr><tr><td>Terms:</td><td>female genital mutilation; female circumcision; fgm; labiaplasty; labia minora</td></tr></table>"""	-0.593	0.5262	2	9987	1688	0	0	0	228	0	2013.7269	0	0	0	0
3409	3409	"""<table><tr><td>Micro-level field:</td><td>3409</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>acta crystallographica section e-crystallographic communications; journal of molecular structure; acta crystallographica section e-structure reports online; polyhedron; revista de chimie</td></tr><tr><td>Terms:</td><td>nhp; oipr; thiourea derivative; furoyl; phosphoric triamide</td></tr></table>"""	0.1216	-0.7041	3	25920	1684	1	1	2	175	1	2011.0131	0.0114	0.5	0.5	0.5
3410	3410	"""<table><tr><td>Micro-level field:</td><td>3410</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>surface & coatings technology; aip conference proceedings; vacuum; nuclear instruments & methods in physics research section b-beam interactions with materials and atoms; journal of physics conference series</td></tr><tr><td>Terms:</td><td>high current pulsed electron beam; high intensity; surface modification; intense pulsed ion beam; irradiation</td></tr></table>"""	0.8128	-0.4576	3	9584	1683	0	0	0	218	0	2011.7837	0	0	0	0
3411	3411	"""<table><tr><td>Micro-level field:</td><td>3411</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>materials letters; journal of alloys and compounds; journal of power sources; physical review b; journal of physical chemistry c</td></tr><tr><td>Terms:</td><td>fes2; thermal battery; pyrite; battery; cathode material</td></tr></table>"""	0.63	-0.5948	3	35243	1682	0	0	0	206	0	2012.431	0	0	0	0
3412	3412	"""<table><tr><td>Micro-level field:</td><td>3412</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>bioconjugate chemistry; journal of controlled release; biomacromolecules; international journal of pharmaceutics; journal of chromatography a</td></tr><tr><td>Terms:</td><td>deiminase; pegylated protein; argininosuccinate synthetase; site specific pegylation; arginine deprivation</td></tr></table>"""	-0.5048	-0.4779	2	63146	1680	0	0	0	206	0	2012.4417	0	0	0	0
3413	3413	"""<table><tr><td>Micro-level field:</td><td>3413</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>neurosurgery; anesthesiology; urologe; journal of medical biography; journal of neurosurgery</td></tr><tr><td>Terms:</td><td>harvey cushing; penicillin; neurosurgery; anesthesia; nobel prize</td></tr></table>"""	-0.7501	0.3567	2	5127	1673	0	0	0	151	0	2011.0514	0	0	0	0
3414	3414	"""<table><tr><td>Micro-level field:</td><td>3414</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>plastic and reconstructive surgery; transplantation; transplantation proceedings; microsurgery; american journal of transplantation</td></tr><tr><td>Terms:</td><td>face transplantation; vascularized composite allotransplantation; composite tissue allograft</td></tr></table>"""	-0.9887	-0.0496	2	17664	1667	0	0	0	164	0	2011.5807	0	0	0	0
3415	3415	"""<table><tr><td>Micro-level field:</td><td>3415</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>voprosy psikhologii; psikhologicheskii zhurnal; voprosy filosofii; european proceedings of social and behavioural sciences; procedia social and behavioral sciences</td></tr><tr><td>Terms:</td><td>personality; subject; activity; galperin; pya</td></tr></table>"""	-0.2503	0.7449	1	2483	1661	0	0	0	218	0	2010.947	0	0	0	0
3416	3416	"""<table><tr><td>Micro-level field:</td><td>3416</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; proceedings of spie; multimedia tools and applications; communications in computer and information science; ieee multimedia</td></tr><tr><td>Terms:</td><td>mpeg; drm; content adaptation; digital rights management; universal multimedia access</td></tr></table>"""	0.6748	0.6234	5	5657	1661	0	0	0	45	0	2007.5304	0	0	0	0
3417	3417	"""<table><tr><td>Micro-level field:</td><td>3417</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of pressure vessel technology-transactions of the asme; engineering failure analysis; pressure vessel and piping division of the american society of mechanical engineers; stahlbau; international journal of pressure vessels and piping</td></tr><tr><td>Terms:</td><td>bolt; connection; flange joint; joint; pipe flange connection</td></tr></table>"""	0.8219	-0.2231	3	5293	1659	0	0	0	212	0	2013.0579	0	0	0	0
3418	3418	"""<table><tr><td>Micro-level field:</td><td>3418</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of applied ichthyology; transactions of the american fisheries society; north american journal of fisheries management; environmental biology of fishes; american fisheries society symposium</td></tr><tr><td>Terms:</td><td>lake sturgeon; acipenser fulvescen; lower missouri river; acipenseridae; shortnose sturgeon</td></tr></table>"""	-0.1632	-0.1256	4	19087	1657	0	0	0	185	0	2011.8081	0	0	0	0
3419	3419	"""<table><tr><td>Micro-level field:</td><td>3419</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>oceans-ieee; ieee radar conference; journal of atmospheric and oceanic technology; journal of geophysical research-oceans; ieee journal of oceanic engineering</td></tr><tr><td>Terms:</td><td>hf radar; meteotsunami; high frequency radar; hf surface wave radar; surface current</td></tr></table>"""	0.4221	0.0475	4	10026	1651	0	0	0	220	0	2012.5627	0	0	0	0
3420	3420	"""<table><tr><td>Micro-level field:</td><td>3420</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>games for health journal; lecture notes in computer science; jmir serious games; international journal of environmental research and public health; computers in human behavior</td></tr><tr><td>Terms:</td><td>exergame; serious game; pokemon go; active video game; persuasive technology</td></tr></table>"""	-0.4572	0.5299	2	29341	1651	0	0	0	359	0	2015.4446	0	0	0	0
3421	3421	"""<table><tr><td>Micro-level field:</td><td>3421</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>inter-asia cultural studies; media culture & society; media international australia; international journal of communication; television & new media</td></tr><tr><td>Terms:</td><td>k pop; korean wave; hallyu; korea; nishida</td></tr></table>"""	-0.1676	0.893	1	5942	1649	0	0	0	219	0	2012.8423	0	0	0	0
3422	3422	"""<table><tr><td>Micro-level field:</td><td>3422</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>ieee international symposium on geoscience and remote sensing igarss; international archives of the photogrammetry, remote sensing and spatial information sciences; proceedings of spie; photogrammetric engineering and remote sensing; isprs journal of photogrammetry and remote sensing</td></tr><tr><td>Terms:</td><td>rational function model; block adjustment; gcp; ground control points; rpc model</td></tr></table>"""	0.47	0.2021	4	11698	1645	0	0	0	218	0	2012.3459	0	0	0	0
3423	3423	"""<table><tr><td>Micro-level field:</td><td>3423</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>international journal of biometeorology; applied clay science; environmental geochemistry and health; rheumatology international; evidence-based complementary and alternative medicine</td></tr><tr><td>Terms:</td><td>balneotherapy; pica; patient; geophagy; knee osteoarthritis</td></tr></table>"""	-0.6122	0.0025	2	25271	1640	0	0	0	225	0	2013.0165	0	0	0	0
3424	3424	"""<table><tr><td>Micro-level field:</td><td>3424</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>psychopharmacology; behavioural brain research; neuropsychopharmacology; pharmacology biochemistry and behavior; psychophysiology</td></tr><tr><td>Terms:</td><td>prepulse inhibition; sensorimotor gating; startle reflex; acoustic startle; prepulse</td></tr></table>"""	-0.6786	0.1809	2	50132	1635	0	1	2	118	1	2009.9615	0.0169	0.5	0	0.5
3425	3425	"""<table><tr><td>Micro-level field:</td><td>3425</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; international review of research in open and distributed learning; communications in computer and information science; edulearn proceedings; inted proceedings</td></tr><tr><td>Terms:</td><td>open educational resource; oer; object; metadata; object repository</td></tr></table>"""	0.0938	0.7723	1	6977	1633	0	0	0	202	0	2012.3864	0	0	0	0
3426	3426	"""<table><tr><td>Micro-level field:</td><td>3426</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of neurology; journal of the neurological sciences; neurology; neurogenetics; european journal of neurology</td></tr><tr><td>Terms:</td><td>spastic paraplegia; thin corpus callosum; spg4; spastin; autosomal dominant hereditary spastic paraplegia</td></tr></table>"""	-0.7727	-0.2285	2	43657	1629	0	1	1	199	1	2013.3358	0.005	1	0	1
3427	3427	"""<table><tr><td>Micro-level field:</td><td>3427</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>critique-studies in contemporary fiction; textual practice; journal of american studies; contemporary literature; mfs-modern fiction studies</td></tr><tr><td>Terms:</td><td>don delillo; david foster wallace; thomas pynchon; infinite jest; paul auster</td></tr></table>"""	-0.2121	0.9285	1	2017	1628	0	0	0	168	0	2011.516	0	0	0	0
3428	3428	"""<table><tr><td>Micro-level field:</td><td>3428</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>operations research; european journal of operational research; management science; production and operations management; m&som-manufacturing & service operations management</td></tr><tr><td>Terms:</td><td>revenue management; assortment optimization; airline; hotel; multinomial logit model</td></tr></table>"""	0.4629	0.6438	5	16898	1626	0	0	0	207	0	2013.6839	0	0	0	0
3429	3429	"""<table><tr><td>Micro-level field:</td><td>3429</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of organometallic chemistry; dalton transactions; organometallics; applied organometallic chemistry; european journal of inorganic chemistry</td></tr><tr><td>Terms:</td><td>ferrocenyl; ferrocene derivative; novel ferrocene; electrochemistry; antimalarial activity</td></tr></table>"""	0.0336	-0.6833	3	44363	1625	0	0	0	190	0	2011.7077	0	0	0	0
