id	label	description	x	y	cluster	weight<Total  link strength>	weight<No. of pub. (2000-2021)>	weight<No. of pub. CBIII>	weight<No. of pub. CBII>	weight<No. of pub. CB>	weight<No. of pub. (2017-2018)>	weight<No. of pub. CBI>	score<Avg. pub. year>	score<Perc. pub. CB>	score<Perc. pub. CBII>	score<Perc. pub. CBIII>	score<Perc. pub. CBI>
1864	1864	"""<table><tr><td>Micro-level field:</td><td>1864</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee intelligent vehicles symposium; lecture notes in computer science; ieee transactions on intelligent transportation systems; ieee international conference on intelligent transportation systems-itsc; proceedings of spie</td></tr><tr><td>Terms:</td><td>lane detection; traffic sign recognition; driver assistance system; terrain classification</td></tr></table>"""	0.6554	0.4353	5	64432	7256	0	0	0	1214	0	2013.3549	0	0	0	0
1865	1865	"""<table><tr><td>Micro-level field:</td><td>1865</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>physiological measurement; measurement science and technology; ifmbe proceedings; ieee sensors journal; ieee transactions on instrumentation and measurement</td></tr><tr><td>Terms:</td><td>electrical capacitance tomography; magnetic induction tomography; phase flow; mreit</td></tr></table>"""	0.674	-0.0907	3	54505	7253	0	0	0	860	0	2012.2036	0	0	0	0
1866	1866	"""<table><tr><td>Micro-level field:</td><td>1866</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; computers & security; ieee security & privacy; advances in intelligent systems and computing; ifip advances in information and communication technology</td></tr><tr><td>Terms:</td><td>information security policy; phishing; workplace; phishing detection; social engineering</td></tr></table>"""	0.4574	0.6739	5	68135	7252	0	0	0	1294	0	2015.0411	0	0	0	0
1867	1867	"""<table><tr><td>Micro-level field:</td><td>1867</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of neuroscience; plos one; journal of biological chemistry; development; neuron</td></tr><tr><td>Terms:</td><td>semaphorin; netrin; epha2; eph receptor; collapsin response mediator protein</td></tr></table>"""	-0.8301	-0.1833	2	261724	7249	2	3	4	751	0	2011.7582	0.0053	0.75	0.5	0
1868	1868	"""<table><tr><td>Micro-level field:</td><td>1868</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; international federation for information processing; communications in computer and information science; computers & security; ifip advances in information and communication technology</td></tr><tr><td>Terms:</td><td>access control; role; policy; research; privacy</td></tr></table>"""	0.7057	0.5941	5	31505	7245	0	0	0	605	0	2010.3713	0	0	0	0
1869	1869	"""<table><tr><td>Micro-level field:</td><td>1869</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>energy & fuels; industrial & engineering chemistry research; fuel; chemical engineering journal; international journal of hydrogen energy</td></tr><tr><td>Terms:</td><td>chemical looping combustion; oxygen carrier; cao; chemical; calcium</td></tr></table>"""	0.5412	-0.4607	3	102334	7244	0	0	0	1058	0	2013.7416	0	0	0	0
1870	1870	"""<table><tr><td>Micro-level field:</td><td>1870</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>proceedings of spie; color research and application; journal of imaging science and technology; lecture notes in computer science; journal of the optical society of america a-optics image science and vision</td></tr><tr><td>Terms:</td><td>color constancy; estimation; digital camera; spectral reflectance; color difference</td></tr></table>"""	0.6514	0.3878	3	36224	7240	0	0	0	612	0	2010.3385	0	0	0	0
1871	1871	"""<table><tr><td>Micro-level field:</td><td>1871</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>international journal of impact engineering; aip conference proceedings; procedia engineering; journal of applied physics; composite structures</td></tr><tr><td>Terms:</td><td>ballistic performance; hypervelocity impact; penetration; projectile; shaped charge jet</td></tr></table>"""	0.7852	-0.2746	3	51315	7236	0	0	0	907	0	2012.0788	0	0	0	0
1872	1872	"""<table><tr><td>Micro-level field:</td><td>1872</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>transplantation proceedings; american journal of kidney diseases; nephrology dialysis transplantation; clinical journal of the american society of nephrology; bmc nephrology</td></tr><tr><td>Terms:</td><td>depression; fatigue; anxiety; cognitive impairment; health related quality</td></tr></table>"""	-0.8382	0.1138	2	131909	7235	2	3	7	951	2	2013.5862	0.0074	0.4286	0.2857	0.2857
1873	1873	"""<table><tr><td>Micro-level field:</td><td>1873</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>journal of symbolic logic; journal of algebra; proceedings of the american mathematical society; journal of pure and applied algebra; annals of pure and applied logic</td></tr><tr><td>Terms:</td><td>minimal structure; finite morley rank; model theory; jacobian conjecture; map germ</td></tr></table>"""	1.229	0.1764	5	12294	7234	0	0	0	756	0	2011.1996	0	0	0	0
1874	1874	"""<table><tr><td>Micro-level field:</td><td>1874</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>thin-walled structures; journal of constructional steel research; engineering structures; journal of structural engineering; structures</td></tr><tr><td>Terms:</td><td>thin walled beam; distortional buckling; direct strength method; corrugated web; patch loading</td></tr></table>"""	0.7883	-0.1757	3	32461	7231	0	0	0	941	0	2014.0189	0	0	0	0
1875	1875	"""<table><tr><td>Micro-level field:</td><td>1875</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>lecture notes in computer science; annual ieee symposium on foundations of computer science; algorithmica; discrete applied mathematics; theoretical computer science</td></tr><tr><td>Terms:</td><td>road network; spanner; maximum flow problem; pairs shortest path; shortest path algorithm</td></tr></table>"""	0.7909	0.526	5	41532	7230	0	0	0	861	0	2011.5822	0	0	0	0
1876	1876	"""<table><tr><td>Micro-level field:</td><td>1876</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>infection and immunity; plos one; applied and environmental microbiology; vaccine; journal of applied microbiology</td></tr><tr><td>Terms:</td><td>bacillus; bacillus anthraci; anthrax; spore; bacillus cereus group</td></tr></table>"""	-0.543	-0.2684	2	122774	7230	0	1	1	539	0	2010.271	0.0019	1	0	0
1877	1877	"""<table><tr><td>Micro-level field:</td><td>1877</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>water; water science and technology; water supply; water resources management; desalination</td></tr><tr><td>Terms:</td><td>rainwater harvesting; greywater; wastewater irrigation; residential water demand; reuse</td></tr></table>"""	0.1946	0.0591	4	107618	7229	0	0	0	995	0	2013.5864	0	0	0	0
1878	1878	"""<table><tr><td>Micro-level field:</td><td>1878</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>tectonophysics; geophysical journal international; quaternary international; journal of asian earth sciences; turkish journal of earth sciences</td></tr><tr><td>Terms:</td><td>dead sea; marmara; corinth; caspian sea; north anatolian fault</td></tr></table>"""	0.4264	-0.0976	4	135225	7228	0	0	0	794	0	2012.0332	0	0	0	0
1879	1879	"""<table><tr><td>Micro-level field:</td><td>1879</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>gastrointestinal endoscopy; endoscopy; world journal of gastroenterology; digestive diseases and sciences; inflammatory bowel diseases</td></tr><tr><td>Terms:</td><td>capsule endoscopy; obscure gastrointestinal bleeding; capsule; double balloon enteroscopy; mr enterography</td></tr></table>"""	-0.9586	-0.1006	2	78382	7218	0	0	0	774	0	2012.5194	0	0	0	0
1880	1880	"""<table><tr><td>Micro-level field:</td><td>1880</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ceramics international; journal of materials science-materials in electronics; journal of the european ceramic society; journal of alloys and compounds; journal of the american ceramic society</td></tr><tr><td>Terms:</td><td>microwave dielectric ceramic; ltcc application; b2o5; bacu; dielectric resonator</td></tr></table>"""	0.7505	-0.5715	3	53241	7215	0	1	1	833	0	2011.8182	0.0012	1	0	0
1881	1881	"""<table><tr><td>Micro-level field:</td><td>1881</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>communications in algebra; journal of algebra and its applications; journal of algebra; journal of pure and applied algebra; algebra colloquium</td></tr><tr><td>Terms:</td><td>module; commutative ring; ring; divisor graph; ideal</td></tr></table>"""	1.2291	0.1853	5	5541	7210	0	0	0	879	0	2011.9968	0	0	0	0
1882	1882	"""<table><tr><td>Micro-level field:</td><td>1882</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of spie; journal of biomedical optics; optics letters; biomedical optics express; ieee international ultrasonics symposium</td></tr><tr><td>Terms:</td><td>photoacoustic imaging; multispectral optoacoustic tomography; optical resolution photoacoustic microscopy; microwave</td></tr></table>"""	-0.011	-0.39	3	101555	7210	0	0	0	1203	0	2014.4868	0	0	0	0
1883	1883	"""<table><tr><td>Micro-level field:</td><td>1883</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of spie; plos one; journal of the american chemical society; journal of biomedical optics; scientific reports</td></tr><tr><td>Terms:</td><td>green fluorescent protein; biosensor; gfp; protein protein interaction; fluorescence lifetime</td></tr></table>"""	-0.3557	-0.3699	2	262107	7202	0	1	1	747	0	2011.8963	0.0013	1	0	0
1884	1884	"""<table><tr><td>Micro-level field:</td><td>1884</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>mycoses; medical mycology; mycopathologia; journal de mycologie medicale; british journal of dermatology</td></tr><tr><td>Terms:</td><td>tinea capitis; onychomycosis; dermatophytosis; trichophyton rubrum; malassezia species</td></tr></table>"""	-0.6423	-0.2705	2	57071	7195	8	6	24	710	11	2011.3879	0.0338	0.25	0.3333	0.4583
1885	1885	"""<table><tr><td>Micro-level field:</td><td>1885</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>international journal of production research; winter simulation conference proceedings; international journal of production economics; european journal of operational research; international journal of advanced manufacturing technology</td></tr><tr><td>Terms:</td><td>mixed model assembly line; assembly line balancing problem; wafer fab; workload control; finite buffer</td></tr></table>"""	0.6091	0.5363	5	49435	7189	0	0	0	752	0	2011.1377	0	0	0	0
1886	1886	"""<table><tr><td>Micro-level field:</td><td>1886</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>construction and building materials; cement and concrete research; cement & concrete composites; advanced materials research; aci materials journal</td></tr><tr><td>Terms:</td><td>polymer concrete; 3d concrete printing; polycarboxylate superplasticizer; comb; formwork pressure</td></tr></table>"""	0.6923	-0.2205	3	85719	7187	0	0	0	1033	0	2014.3325	0	0	0	0
1887	1887	"""<table><tr><td>Micro-level field:</td><td>1887</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of neuroscience; cerebral cortex; development; neuron; journal of comparative neurology</td></tr><tr><td>Terms:</td><td>reelin; lissencephaly; cajal retzius cell; arx; cortical development</td></tr></table>"""	-0.7845	-0.1395	2	349817	7180	0	7	9	829	4	2012.4939	0.0109	0.7778	0	0.4444
1888	1888	"""<table><tr><td>Micro-level field:</td><td>1888</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>discrete mathematics; electronic journal of combinatorics; journal of graph theory; combinatorics probability & computing; european journal of combinatorics</td></tr><tr><td>Terms:</td><td>ramsey number; erdos ko rado; zeta function; rainbow matching; intersecting family</td></tr></table>"""	0.9386	0.4801	5	17956	7171	0	0	0	970	0	2012.8534	0	0	0	0
1889	1889	"""<table><tr><td>Micro-level field:</td><td>1889</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>injury-international journal of the care of the injured; journal of orthopaedic trauma; archives of orthopaedic and trauma surgery; international orthopaedics; clinical orthopaedics and related research</td></tr><tr><td>Terms:</td><td>hip fracture surgery; hemiarthroplasty; femoral neck fracture; dynamic hip screw; intertrochanteric fracture</td></tr></table>"""	-0.8722	0.1445	2	76166	7155	0	1	1	920	0	2014.0151	0.0011	1	0	0
1890	1890	"""<table><tr><td>Micro-level field:</td><td>1890</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>hydrobiologia; aquatic botany; journal of aquatic plant management; freshwater biology; international association of theoretical and applied limnology proceedings</td></tr><tr><td>Terms:</td><td>submerged macrophyte; water hyacinth; eichhornia crassipe; hydrocharitaceae; charophyceae</td></tr></table>"""	-0.1329	-0.1426	4	126083	7154	3	0	3	812	0	2011.7794	0.0037	0	1	0
1891	1891	"""<table><tr><td>Micro-level field:</td><td>1891</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of thermal stresses; international journal of heat and mass transfer; waves in random and complex media; acta mechanica; international journal of engineering science</td></tr><tr><td>Terms:</td><td>void; reflection; thermoelasticity; initial stress; plane wafe</td></tr></table>"""	0.8338	-0.1998	3	45467	7154	0	0	0	811	0	2012.6609	0	0	0	0
